precision,recall,f_measure,ref_count,pred_count,raw_pitch_accuracy,raw_chroma_accuracy,overall_accuracy,voicing_recall,voicing_false_alarm,file,output_midi,ground_truth
0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Paired_Speech_Group/0000.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0000_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Paired_Speech_Group/0000.json
0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Paired_Speech_Group/0008.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0008_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Paired_Speech_Group/0008.json
0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Paired_Speech_Group/0009.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Paired_Speech_Group_0009_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Paired_Speech_Group/0009.json
0.16,0.3333333333333333,0.21621621621621623,12,25,0.9768115942028985,0.9768115942028985,0.9644808743169399,0.9855072463768116,0.23809523809523808,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0010.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0010_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0010.json
0.1,0.25,0.14285714285714288,12,30,0.9819494584837545,0.9819494584837545,0.9250814332247557,0.9927797833935018,0.6,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0004.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0004_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0004.json
0.16129032258064516,0.3333333333333333,0.21739130434782605,15,31,0.825,0.825,0.7735191637630662,0.9625,0.48936170212765956,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0005.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0005_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0005.json
0.08695652173913043,0.16666666666666666,0.11428571428571427,12,23,0.95,0.95,0.9494163424124513,0.9772727272727273,0.05405405405405406,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0011.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0011_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0011.json
0.08695652173913043,0.18181818181818182,0.1176470588235294,11,23,0.8076923076923077,0.8076923076923077,0.813953488372093,0.9829059829059829,0.125,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0007.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0007_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0007.json
0.12,0.25,0.16216216216216217,12,25,0.9613733905579399,0.9613733905579399,0.9618320610687023,0.9871244635193133,0.034482758620689655,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0012.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0012_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0012.json
0.07142857142857142,0.15384615384615385,0.0975609756097561,13,28,0.847457627118644,0.847457627118644,0.8115384615384615,0.9830508474576272,0.5416666666666666,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0006.wav,batch_results_gtsinger50_combined/EN-Alto-1_Vibrato_if you love me for me_Control_Group_0006_pyin.mid,GTSinger_sample_50/EN-Alto-1/Vibrato/if you love me for me/Control_Group/0006.json
